customerID,Churn,Contract,PaperlessBilling,PaymentMethod,PhoneService,MultipleLines,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Monthly,Total,churn_bin,qtd_servicos,tenure_faixa
8386-OSYMC,,One Year,1,Credit Card (Automatic),1,1,Female,0,1,1,58,Fiber Optic,0,1,1,0,1,1,105.2,6225.4,,4.0,49–72
8387-MOJJT,Yes,Month-To-Month,1,Credit Card (Automatic),1,0,Female,0,1,1,42,Fiber Optic,0,0,0,0,1,0,77.95,3384.0,1.0,1.0,25–48
8387-UGUSU,No,Month-To-Month,0,Mailed Check,1,0,Female,0,1,1,15,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.05,284.3,0.0,,13–24
8388-DMKAE,No,Two Year,0,Mailed Check,1,0,Female,0,0,0,8,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.25,174.65,0.0,,0–12
8388-FYNPZ,No,Month-To-Month,0,Electronic Check,1,0,Male,0,0,0,4,Dsl,1,0,1,0,0,0,56.75,245.15,0.0,2.0,0–12
8390-FESFV,No,Two Year,0,Bank Transfer (Automatic),1,1,Female,0,0,0,62,Dsl,0,1,1,1,1,1,84.5,5193.2,0.0,5.0,49–72
8393-DLHGA,Yes,Month-To-Month,1,Electronic Check,1,0,Male,0,0,1,25,Fiber Optic,0,1,0,0,1,1,95.9,2448.75,1.0,3.0,25–48
8393-JMVMB,No,Month-To-Month,0,Mailed Check,1,0,Male,0,0,0,1,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.45,19.45,0.0,,0–12
8395-ETZKQ,No,One Year,0,Bank Transfer (Automatic),1,0,Male,1,1,1,68,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.5,1193.55,0.0,,49–72
8397-MVTAZ,Yes,Month-To-Month,1,Electronic Check,1,1,Male,0,1,0,34,Fiber Optic,0,0,1,0,1,1,100.05,3480.0,1.0,3.0,25–48
8398-TBIYD,No,Two Year,1,Bank Transfer (Automatic),1,1,Female,0,0,0,72,Fiber Optic,1,0,0,1,0,0,84.7,6185.15,0.0,2.0,49–72
8399-YNDCH,Yes,Month-To-Month,1,Bank Transfer (Automatic),1,0,Male,1,0,0,21,Dsl,0,0,1,0,1,0,60.05,1236.15,1.0,2.0,13–24
8400-WZICQ,No,Month-To-Month,0,Electronic Check,1,0,Female,0,1,1,55,Dsl,1,1,0,0,0,0,55.7,3131.8,0.0,2.0,49–72
8401-EMUWF,No,Month-To-Month,1,Bank Transfer (Automatic),1,1,Male,0,1,1,42,Dsl,1,1,0,0,1,0,69.4,3058.3,0.0,3.0,25–48
8402-EIVQS,No,One Year,1,Credit Card (Automatic),1,0,Male,0,1,0,67,Fiber Optic,1,1,0,0,1,1,100.9,6733.15,0.0,4.0,49–72
8402-OOOHJ,No,Two Year,0,Mailed Check,1,0,Female,0,0,0,41,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.65,835.15,0.0,,25–48
8404-FYDIB,No,Month-To-Month,1,Credit Card (Automatic),1,1,Male,0,0,0,26,Fiber Optic,1,1,0,0,0,0,86.65,2208.75,0.0,2.0,25–48
8404-GFGCZ,No,Month-To-Month,0,Electronic Check,1,1,Male,0,1,0,4,Dsl,0,0,1,0,1,0,65.6,250.1,0.0,2.0,0–12
8404-VIOMB,No,Two Year,1,Bank Transfer (Automatic),0,No Phone Service,Female,0,0,0,66,Dsl,1,1,1,1,1,1,62.5,4136.4,0.0,6.0,49–72
8404-VLQFB,No,Month-To-Month,1,Electronic Check,1,1,Female,0,1,1,15,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,25.25,394.85,0.0,,13–24
8405-IGQFX,No,One Year,1,Credit Card (Automatic),1,0,Female,0,0,0,63,Fiber Optic,0,0,1,1,1,0,90.05,5817.0,0.0,3.0,49–72
8406-LNMHF,No,One Year,1,Credit Card (Automatic),1,0,Male,1,1,0,59,Fiber Optic,1,1,1,0,0,0,82.95,4903.15,0.0,3.0,49–72
8409-WQJUX,No,One Year,0,Electronic Check,0,No Phone Service,Female,0,0,0,25,Dsl,0,0,1,1,1,1,54.2,1423.15,0.0,4.0,25–48
8410-BGQXN,No,Month-To-Month,0,Mailed Check,1,0,Male,0,0,0,4,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.4,93.4,0.0,,0–12
8413-VONUO,Yes,Month-To-Month,0,Electronic Check,1,0,Male,0,0,0,2,Fiber Optic,0,1,0,0,1,1,95.65,167.3,1.0,3.0,0–12
8413-YNHNV,No,Two Year,0,Mailed Check,1,1,Male,0,0,0,69,Dsl,1,1,1,1,1,1,90.65,6322.1,0.0,6.0,49–72
8414-MYSHR,Yes,Month-To-Month,1,Electronic Check,1,0,Male,1,0,0,5,Fiber Optic,0,0,0,0,1,1,91.4,449.75,1.0,2.0,0–12
8414-OOEEL,No,Two Year,1,Credit Card (Automatic),1,0,Male,0,0,1,66,Dsl,0,1,1,1,1,1,79.5,5196.1,0.0,5.0,49–72
8417-FMLZI,Yes,Month-To-Month,1,Credit Card (Automatic),1,0,Male,0,1,1,6,Fiber Optic,0,1,0,0,0,1,83.55,477.55,1.0,2.0,0–12
8417-GSODA,No,One Year,0,Bank Transfer (Automatic),1,1,Male,0,1,1,28,Fiber Optic,0,0,0,0,1,1,92.2,2568.15,0.0,2.0,25–48
8421-WZOOW,No,Month-To-Month,1,Credit Card (Automatic),1,0,Female,1,1,1,57,Fiber Optic,0,1,1,1,1,0,95.3,5567.45,0.0,4.0,49–72
8429-XIBUM,Yes,Month-To-Month,1,Bank Transfer (Automatic),1,1,Male,0,0,0,22,Fiber Optic,1,0,0,0,1,1,101.35,2317.1,1.0,3.0,13–24
8430-TWCBX,No,One Year,0,Credit Card (Automatic),1,0,Female,0,1,0,49,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.7,1032.05,0.0,,49–72
8433-WPJTV,No,One Year,1,Bank Transfer (Automatic),1,1,Female,1,1,1,65,Fiber Optic,0,0,1,1,1,1,103.9,6767.1,0.0,4.0,49–72
8433-WXGNA,Yes,Month-To-Month,1,Electronic Check,1,0,Male,0,0,0,2,Fiber Optic,1,0,0,0,0,0,75.7,189.2,1.0,1.0,0–12
8434-PNQZX,No,Two Year,1,Credit Card (Automatic),1,1,Female,0,0,0,42,Dsl,0,0,1,1,1,1,78.45,3373.4,0.0,4.0,25–48
8434-VGEQQ,No,Two Year,0,Credit Card (Automatic),1,0,Male,0,1,1,61,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.55,1305.95,0.0,,49–72
8436-BJUMM,Yes,Month-To-Month,1,Electronic Check,1,1,Male,0,1,1,26,Fiber Optic,0,0,0,0,1,0,83.75,2070.6,1.0,1.0,25–48
8439-LTUGF,No,Month-To-Month,1,Credit Card (Automatic),1,0,Male,0,0,0,10,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.0,198.6,0.0,,0–12
8441-SHIPE,No,Two Year,1,Bank Transfer (Automatic),1,1,Female,0,0,0,67,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,25.6,1790.35,0.0,,49–72
8443-WVPSS,Yes,Month-To-Month,1,Electronic Check,1,0,Male,0,1,0,10,Fiber Optic,0,1,0,1,1,1,99.85,990.9,1.0,4.0,0–12
8443-ZRDBZ,Yes,Month-To-Month,1,Electronic Check,1,1,Male,0,0,0,4,Fiber Optic,0,0,0,0,0,0,76.05,318.9,1.0,0.0,0–12
8444-WRIDW,Yes,Month-To-Month,1,Credit Card (Automatic),1,1,Female,1,0,0,66,Fiber Optic,0,1,0,0,0,0,80.45,5224.35,1.0,1.0,49–72
8445-DNBAE,No,Month-To-Month,1,Electronic Check,1,1,Male,0,0,1,1,Dsl,0,0,0,0,0,0,50.05,50.05,0.0,0.0,0–12
8450-JOVAH,Yes,Month-To-Month,0,Mailed Check,1,1,Male,0,1,1,2,Dsl,1,0,0,0,0,0,56.7,113.55,1.0,1.0,0–12
8450-LUGUK,No,Two Year,1,Bank Transfer (Automatic),1,1,Female,0,1,1,37,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,24.1,861.85,0.0,,25–48
8450-UYIBU,No,Month-To-Month,1,Electronic Check,0,No Phone Service,Female,1,0,0,35,Dsl,0,0,1,0,1,0,39.85,1434.6,0.0,2.0,25–48
8454-AATJP,No,Two Year,0,Credit Card (Automatic),1,1,Female,0,0,0,72,Fiber Optic,1,1,1,1,1,1,115.05,8405.0,0.0,6.0,49–72
8455-HIRAQ,No,Month-To-Month,0,Mailed Check,1,0,Female,0,0,0,8,Dsl,0,0,0,0,0,0,44.45,369.3,0.0,0.0,0–12
8456-QDAVC,No,Month-To-Month,1,Bank Transfer (Automatic),1,0,Male,0,0,0,19,Fiber Optic,0,0,0,0,1,0,78.7,1495.1,0.0,1.0,13–24
8457-XIGKN,No,Month-To-Month,1,Credit Card (Automatic),1,0,Male,0,0,0,20,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.6,356.15,0.0,,13–24
8461-EFQYM,No,One Year,1,Electronic Check,1,1,Female,0,0,0,38,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,24.25,914.4,0.0,,25–48
8464-EETCQ,No,Two Year,0,Credit Card (Automatic),1,0,Male,0,0,0,57,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,18.8,1094.35,0.0,,49–72
8465-SBRXP,No,Two Year,1,Bank Transfer (Automatic),1,1,Male,0,1,1,38,Fiber Optic,0,0,1,1,1,0,94.9,3616.25,0.0,3.0,25–48
8466-PZBLH,No,Two Year,0,Bank Transfer (Automatic),1,1,Male,0,1,1,67,Fiber Optic,1,0,0,1,1,1,104.6,6885.75,0.0,4.0,49–72
8467-WYNSR,No,Month-To-Month,0,Mailed Check,1,0,Male,0,0,0,22,Dsl,1,0,0,1,0,0,55.1,1253.15,0.0,2.0,13–24
8468-EHYJA,No,Month-To-Month,1,Electronic Check,1,1,Female,0,1,0,57,Fiber Optic,1,0,0,0,1,1,99.65,5497.05,0.0,3.0,49–72
8468-FZTOE,No,Two Year,1,Electronic Check,1,0,Female,0,1,1,72,Dsl,1,1,1,1,0,1,74.35,5237.4,0.0,5.0,49–72
8469-SNFFH,No,One Year,0,Bank Transfer (Automatic),1,1,Male,0,1,0,70,Dsl,1,1,1,1,1,0,79.4,5528.9,0.0,5.0,49–72
8473-VUVJN,Yes,Month-To-Month,1,Electronic Check,1,1,Male,1,0,0,1,Fiber Optic,0,0,0,0,0,0,73.65,73.65,1.0,0.0,0–12
8474-UMLNT,No,Month-To-Month,0,Bank Transfer (Automatic),1,0,Female,0,0,0,13,Dsl,1,1,0,1,0,1,67.8,842.25,0.0,4.0,13–24
8480-PPONV,No,Two Year,0,Bank Transfer (Automatic),1,1,Male,0,1,1,62,Fiber Optic,1,1,1,1,1,1,115.55,7159.05,0.0,6.0,49–72
8481-YYXWG,Yes,Month-To-Month,1,Electronic Check,1,0,Female,0,0,0,5,Fiber Optic,0,1,0,1,0,1,89.35,461.7,1.0,3.0,0–12
8485-GJCDN,Yes,Month-To-Month,1,Mailed Check,1,0,Female,1,0,0,5,Fiber Optic,0,0,0,0,0,0,69.05,318.5,1.0,0.0,0–12
8486-AYEQH,No,Month-To-Month,1,Electronic Check,1,1,Female,0,0,0,31,Fiber Optic,0,0,0,0,0,0,76.05,2227.8,0.0,0.0,25–48
8490-BXHEO,No,Month-To-Month,1,Credit Card (Automatic),1,1,Male,1,0,0,18,Fiber Optic,0,1,0,0,0,0,80.55,1411.65,0.0,1.0,13–24
8495-LJDFO,No,Month-To-Month,1,Bank Transfer (Automatic),1,1,Female,1,0,0,64,Fiber Optic,1,0,1,1,1,1,108.95,7111.3,0.0,5.0,49–72
8495-PRWFH,No,Month-To-Month,0,Electronic Check,1,1,Female,1,0,0,42,Dsl,0,0,1,0,0,0,55.65,2421.75,0.0,1.0,25–48
8496-DMZUK,No,One Year,0,Bank Transfer (Automatic),1,1,Male,0,0,0,30,Fiber Optic,1,1,1,0,0,0,90.4,2820.65,0.0,3.0,25–48
8496-EJAUI,Yes,Month-To-Month,1,Credit Card (Automatic),1,0,Male,0,0,0,19,Fiber Optic,0,1,0,0,0,0,73.85,1424.5,1.0,1.0,13–24
8498-XXGWA,No,Month-To-Month,1,Mailed Check,1,0,Female,0,1,0,65,Dsl,1,0,1,0,0,0,55.15,3673.15,0.0,2.0,49–72
8499-BRXTD,No,One Year,0,Mailed Check,1,0,Male,0,0,0,18,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.1,401.85,0.0,,13–24
8510-AWCXC,Yes,Month-To-Month,1,Electronic Check,1,1,Female,1,0,0,13,Fiber Optic,1,0,0,0,1,1,100.8,1308.1,1.0,3.0,13–24
8510-BBWMU,No,One Year,1,Mailed Check,1,0,Female,0,0,0,41,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.75,806.95,0.0,,25–48
8510-TMWYB,No,Two Year,1,Bank Transfer (Automatic),1,1,Female,0,1,1,54,Dsl,0,1,1,0,0,0,59.8,3246.45,0.0,2.0,49–72
8512-WIWYV,No,One Year,0,Credit Card (Automatic),1,0,Male,0,0,0,32,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.35,707.5,0.0,,25–48
8513-OLYGY,No,Two Year,0,Credit Card (Automatic),1,1,Male,0,1,0,72,Fiber Optic,1,1,1,1,1,1,115.8,8332.15,0.0,6.0,49–72
8514-VZHEB,No,Two Year,0,Mailed Check,1,0,Male,0,1,1,59,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.5,1147.85,0.0,,49–72
8515-OCTJS,Yes,Two Year,0,Credit Card (Automatic),1,1,Female,0,0,0,25,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,24.75,692.1,1.0,,25–48
8519-IMDHU,Yes,Month-To-Month,1,Bank Transfer (Automatic),1,1,Male,1,1,0,15,Fiber Optic,0,0,0,0,0,1,85.6,1345.55,1.0,1.0,13–24
8519-QJGJD,Yes,Month-To-Month,0,Electronic Check,1,0,Female,0,0,0,14,Fiber Optic,0,0,1,0,0,0,75.35,1025.95,1.0,1.0,13–24
8530-KXSOX,,Two Year,0,Bank Transfer (Automatic),1,1,Male,0,1,0,68,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,25.25,1728.2,,,49–72
8532-UEFWH,No,Two Year,0,Mailed Check,1,1,Male,0,1,1,52,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,25.75,1345.85,0.0,,49–72
8535-SFUTN,No,Month-To-Month,1,Electronic Check,1,1,Male,0,0,0,61,Fiber Optic,1,0,1,0,1,1,106.45,6300.15,0.0,4.0,49–72
8540-ZQGEA,No,Two Year,0,Credit Card (Automatic),1,0,Female,0,1,0,54,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.05,1102.4,0.0,,49–72
8541-QVFKM,No,Month-To-Month,1,Electronic Check,1,1,Female,0,0,0,8,Fiber Optic,0,0,0,0,0,0,73.5,632.2,0.0,0.0,0–12
8543-MSDMF,No,Month-To-Month,1,Electronic Check,1,0,Male,0,0,0,3,Dsl,1,0,1,0,1,1,77.4,206.15,0.0,4.0,0–12
8544-GOQSH,No,Month-To-Month,1,Credit Card (Automatic),1,0,Female,0,0,0,14,Fiber Optic,0,1,0,1,0,0,80.05,1112.3,0.0,2.0,13–24
8544-JNBOX,No,Two Year,1,Mailed Check,1,0,Male,0,0,0,72,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.8,1521.2,0.0,,49–72
8547-NSBBO,No,Month-To-Month,1,Mailed Check,1,1,Male,0,0,0,35,Fiber Optic,1,1,1,1,0,0,96.75,3403.4,0.0,4.0,25–48
8548-AWOFC,No,Month-To-Month,0,Electronic Check,1,1,Male,0,1,0,66,Dsl,0,0,0,1,0,1,63.85,4264.6,0.0,2.0,49–72
8550-XSXUQ,No,One Year,1,Credit Card (Automatic),1,1,Male,0,1,0,48,Dsl,0,1,1,0,0,1,70.55,3420.5,0.0,3.0,25–48
8552-OBVRU,No,Month-To-Month,1,Electronic Check,1,0,Female,1,1,1,48,Fiber Optic,1,0,1,1,1,1,104.5,5068.05,0.0,5.0,25–48
8559-CIZFV,Yes,One Year,0,Mailed Check,1,1,Male,0,1,1,21,Dsl,1,1,0,1,1,0,77.5,1625.0,1.0,4.0,13–24
8559-WNQZS,No,Two Year,0,Mailed Check,1,0,Male,0,0,0,1,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.45,20.45,0.0,,0–12
8561-NMTBD,No,One Year,1,Credit Card (Automatic),1,1,Female,0,1,1,67,Fiber Optic,0,1,1,1,1,1,112.35,7388.45,0.0,5.0,49–72
8562-GHPPI,No,Month-To-Month,0,Credit Card (Automatic),1,0,Female,0,0,0,1,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.8,19.8,0.0,,0–12
8563-IIOXK,Yes,One Year,1,Electronic Check,1,0,Male,0,1,1,7,Dsl,1,0,0,0,0,0,49.75,331.3,1.0,1.0,0–12
8563-OYMQY,No,Month-To-Month,1,Credit Card (Automatic),1,0,Male,0,0,0,17,Fiber Optic,0,1,1,0,0,1,90.95,1612.2,0.0,3.0,13–24
8564-LDKFL,No,One Year,1,Bank Transfer (Automatic),1,1,Male,0,1,0,40,Fiber Optic,0,1,1,0,1,1,106.0,4178.65,0.0,4.0,25–48
8565-CLBZW,Yes,Month-To-Month,1,Mailed Check,1,1,Male,0,0,0,24,Fiber Optic,0,0,1,0,1,0,89.85,2165.05,1.0,2.0,13–24
8565-HBFNN,No,One Year,1,Credit Card (Automatic),1,1,Male,0,1,0,69,Fiber Optic,1,1,1,1,0,1,107.2,7317.1,0.0,5.0,49–72
8565-WUXZU,No,Two Year,1,Credit Card (Automatic),1,0,Male,1,1,0,72,Fiber Optic,1,1,0,1,0,0,84.8,6141.65,0.0,3.0,49–72
8566-YPRGL,No,Month-To-Month,1,Mailed Check,1,0,Female,0,0,0,1,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.5,19.5,0.0,,0–12
8570-KLJYJ,No,One Year,0,Mailed Check,1,1,Female,0,0,0,36,Dsl,1,0,0,0,0,0,54.45,1893.5,0.0,1.0,25–48
8571-ZCMCX,No,Two Year,1,Credit Card (Automatic),0,No Phone Service,Female,0,1,1,47,Dsl,1,1,1,0,1,1,60.0,2768.65,0.0,5.0,25–48
8573-CGOCC,No,Month-To-Month,0,Credit Card (Automatic),1,0,Male,0,0,0,16,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.75,294.9,0.0,,13–24
8573-JGCZW,No,One Year,1,Bank Transfer (Automatic),1,0,Male,0,0,0,17,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.65,351.55,0.0,,13–24
8577-QSOCG,No,Two Year,1,Mailed Check,1,0,Female,0,1,1,38,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.2,746.05,0.0,,25–48
8580-AECUZ,Yes,Month-To-Month,1,Electronic Check,1,0,Male,1,0,0,1,Fiber Optic,0,0,0,0,1,0,79.1,79.1,1.0,1.0,0–12
8580-QVLOC,Yes,Two Year,0,Credit Card (Automatic),1,1,Female,1,1,1,72,Dsl,1,1,1,1,1,1,92.45,6440.25,1.0,6.0,49–72
8582-KRHPJ,No,Month-To-Month,1,Mailed Check,0,No Phone Service,Male,0,0,0,50,Dsl,1,1,0,0,0,0,35.0,1782.4,0.0,2.0,49–72
8584-KMVXD,No,Month-To-Month,0,Electronic Check,1,0,Female,0,0,0,8,Fiber Optic,0,1,0,0,0,0,75.6,535.55,0.0,1.0,0–12
8587-XYZSF,No,Two Year,0,Bank Transfer (Automatic),1,0,Male,0,0,0,67,Dsl,0,0,0,1,0,0,50.55,3260.1,0.0,1.0,49–72
8590-OHDIW,No,One Year,0,Mailed Check,1,0,Female,0,1,1,38,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.3,749.35,0.0,,25–48
8590-YFFQO,No,Two Year,0,Credit Card (Automatic),1,0,Male,0,1,0,70,Dsl,1,1,1,1,0,0,64.95,4523.25,0.0,4.0,49–72
8591-NXRCV,No,Month-To-Month,1,Bank Transfer (Automatic),1,1,Female,0,0,0,41,Dsl,1,0,1,1,0,1,74.65,3090.65,0.0,4.0,25–48
8591-TKMZH,No,Two Year,1,Mailed Check,1,1,Male,0,1,1,59,Fiber Optic,1,1,0,1,1,1,111.1,6555.2,0.0,5.0,49–72
8592-PLTMQ,No,One Year,0,Mailed Check,1,1,Female,0,0,0,64,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,24.7,1642.75,0.0,,49–72
8593-WHYHV,Yes,Month-To-Month,1,Electronic Check,1,1,Male,0,0,0,3,Fiber Optic,0,0,0,0,0,1,85.3,264.8,1.0,1.0,0–12
8595-SIZNC,No,One Year,0,Bank Transfer (Automatic),1,1,Female,1,1,0,22,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,25.6,548.8,0.0,,13–24
8597-CTXVJ,No,One Year,0,Bank Transfer (Automatic),1,1,Male,0,0,1,70,Dsl,1,1,0,1,0,0,64.95,4551.5,0.0,3.0,49–72
8597-CWYHH,No,One Year,0,Mailed Check,1,1,Male,0,0,0,43,Fiber Optic,0,0,0,0,1,1,94.35,3921.3,0.0,2.0,25–48
8601-QACRS,Yes,Month-To-Month,1,Mailed Check,1,1,Female,0,0,0,5,Dsl,0,0,0,0,0,0,50.6,249.95,1.0,0.0,0–12
8603-IJWDN,Yes,Month-To-Month,1,Electronic Check,1,1,Male,0,0,0,1,Fiber Optic,0,0,0,0,0,1,86.6,86.6,1.0,1.0,0–12
8605-ITULD,No,Month-To-Month,0,Mailed Check,1,0,Female,0,0,0,1,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,19.55,19.55,0.0,,0–12
8606-CIQUL,No,Two Year,1,Credit Card (Automatic),1,1,Male,1,1,1,72,Fiber Optic,1,1,1,1,1,1,115.75,8399.15,0.0,6.0,49–72
8606-OEGQZ,No,Two Year,0,Credit Card (Automatic),1,1,Female,0,0,1,18,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,25.3,454.65,0.0,,13–24
8608-OZTLB,No,One Year,0,Electronic Check,1,0,Male,0,1,1,38,Dsl,1,1,1,1,1,0,74.05,2802.3,0.0,5.0,25–48
8610-WFCJF,Yes,Month-To-Month,1,Electronic Check,1,1,Female,0,1,1,49,Fiber Optic,0,0,0,0,1,1,95.6,4783.5,1.0,2.0,49–72
8610-ZIKJJ,No,One Year,0,Mailed Check,1,0,Female,0,1,1,2,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.3,31.9,0.0,,0–12
8612-GXIDD,No,Two Year,1,Bank Transfer (Automatic),1,1,Male,0,1,1,12,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,25.4,313.0,0.0,,0–12
8614-VGMMV,Yes,Month-To-Month,1,Electronic Check,1,1,Female,0,0,0,15,Dsl,0,0,0,0,0,0,49.1,679.55,1.0,0.0,13–24
8617-ENBDS,No,Month-To-Month,1,Credit Card (Automatic),1,0,Male,0,0,0,3,Fiber Optic,0,0,1,0,0,0,73.6,232.5,0.0,1.0,0–12
8619-IJNDK,No,Two Year,0,Credit Card (Automatic),1,0,Female,0,1,1,71,Dsl,1,1,1,1,0,0,64.05,4492.9,0.0,4.0,49–72
8620-RJPZN,No,Month-To-Month,0,Electronic Check,1,0,Female,0,0,0,1,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.7,20.7,0.0,,0–12
8621-MNIHH,Yes,Month-To-Month,1,Electronic Check,1,1,Female,1,1,0,34,Fiber Optic,0,1,1,0,0,1,94.25,3217.55,1.0,3.0,25–48
8622-ZLFKO,No,Month-To-Month,1,Electronic Check,1,1,Female,0,1,0,6,Fiber Optic,0,1,0,0,0,1,90.75,512.25,0.0,2.0,0–12
8623-TMRBY,Yes,Month-To-Month,1,Electronic Check,1,1,Male,1,1,1,51,Fiber Optic,0,1,1,0,0,0,84.2,4146.05,1.0,2.0,49–72
8623-ULFNQ,No,Month-To-Month,1,Electronic Check,1,1,Female,1,0,0,26,Dsl,0,0,0,1,0,1,66.05,1652.4,0.0,2.0,25–48
8624-GIOUT,Yes,Month-To-Month,1,Credit Card (Automatic),1,1,Female,0,0,0,49,Dsl,1,1,0,0,0,0,59.75,2934.3,1.0,2.0,49–72
8625-AZYZY,Yes,Month-To-Month,1,Electronic Check,1,1,Male,0,1,0,24,Fiber Optic,0,1,1,0,1,1,104.65,2542.45,1.0,4.0,13–24
8626-PTQGE,No,Two Year,1,Bank Transfer (Automatic),0,No Phone Service,Male,0,0,0,69,Dsl,1,1,0,1,1,1,60.05,4176.7,0.0,5.0,49–72
8626-XHBIE,No,Two Year,1,Mailed Check,1,1,Male,0,0,1,56,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,24.8,1424.2,0.0,,49–72
8627-EHGIP,Yes,One Year,1,Mailed Check,0,No Phone Service,Male,0,0,0,44,Dsl,0,1,1,0,1,1,53.95,2375.4,1.0,4.0,25–48
8627-ZYGSZ,No,One Year,1,Electronic Check,1,1,Male,0,1,0,47,Fiber Optic,0,1,0,0,0,0,78.9,3650.35,0.0,1.0,25–48
8628-MFKAX,No,Two Year,1,Credit Card (Automatic),1,1,Female,1,1,0,72,Fiber Optic,1,1,1,1,1,1,116.75,8277.05,0.0,6.0,49–72
8630-FJLIB,No,Month-To-Month,1,Electronic Check,1,0,Female,0,0,0,18,Fiber Optic,0,0,0,0,0,0,69.8,1221.65,0.0,0.0,13–24
8630-QSGXK,No,Two Year,1,Bank Transfer (Automatic),1,1,Male,0,1,0,51,Dsl,0,0,0,1,1,1,75.2,3901.25,0.0,3.0,49–72
8631-NBHFZ,Yes,Two Year,0,Credit Card (Automatic),1,1,Male,1,1,1,66,Dsl,1,1,1,1,1,0,79.4,5154.6,1.0,5.0,49–72
8631-WUXGY,No,Month-To-Month,1,Electronic Check,1,0,Female,0,0,1,46,Fiber Optic,0,1,1,0,1,1,99.8,4391.25,0.0,4.0,25–48
8631-XVRZL,No,One Year,1,Mailed Check,1,0,Male,0,0,0,9,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,20.15,163.7,0.0,,0–12
8634-CILSZ,Yes,One Year,1,Bank Transfer (Automatic),1,1,Male,0,0,0,69,Fiber Optic,0,1,0,1,1,1,104.7,7220.35,1.0,4.0,49–72
8634-MPHTR,Yes,Month-To-Month,1,Electronic Check,1,1,Male,1,1,0,47,Fiber Optic,0,0,1,0,1,1,100.05,4871.05,1.0,3.0,25–48
